,number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_bootstrap_type,params_colsample_bylevel,params_depth,params_l2_leaf_reg,params_learning_rate,params_min_data_in_leaf,params_od_type,params_od_wait,params_random_strength,params_subsample,state
101,101,0.28544888888888886,2025-06-26 13:24:08.380954,2025-06-26 13:24:16.313745,0 days 00:00:07.932791,1.1981138399029129e-05,MVS,0.7832773940520601,5,4.452332420737919,0.2998382372150214,6,Iter,27,0.7207094216931826,0.4469445344756383,COMPLETE
102,102,0.28668888888888894,2025-06-26 13:24:16.314638,2025-06-26 13:24:33.110743,0 days 00:00:16.796105,0.0004234205034847293,MVS,0.05278460183390504,9,2.8349799992656157,0.04653247090767139,100,Iter,18,0.01927978227300453,0.09138530940184124,COMPLETE
103,103,0.28862666666666664,2025-06-26 13:24:33.111547,2025-06-26 13:25:15.002150,0 days 00:00:41.890603,0.031401033254228494,MVS,0.3008243481529067,9,4.591818777050838,0.019391285828493417,61,IncToDec,21,0.2775346550706701,0.16624386629003823,COMPLETE
104,104,0.2884488888888889,2025-06-26 13:25:15.003494,2025-06-26 13:26:05.733962,0 days 00:00:50.730468,0.001176852947625753,MVS,0.5088875453071882,8,4.617780885140394,0.02107538024926953,44,IncToDec,21,0.1056240446398515,0.3302024263860504,COMPLETE
105,105,0.28544444444444445,2025-06-26 13:26:05.735002,2025-06-26 13:26:12.820276,0 days 00:00:07.085274,0.00015117529376150338,Bayesian,0.7806617378768332,7,4.707392034060425,0.279959556880916,21,Iter,15,0.6809357972158724,0.9949685856452165,COMPLETE
106,106,0.2886666666666667,2025-06-26 13:26:12.821575,2025-06-26 13:26:43.423066,0 days 00:00:30.601491,0.00019087767084571404,MVS,0.2159207295860216,8,3.8856071548462308,0.028131669416379904,45,Iter,49,0.1722107962156246,0.06948260861269935,COMPLETE
107,107,0.2825422222222222,2025-06-26 13:26:43.424270,2025-06-26 13:27:10.934878,0 days 00:00:27.510608,0.007290914127645099,MVS,0.19530256744475016,9,4.663729715055593,0.0037503176559519334,60,IncToDec,20,0.5609561518333746,0.614296876100188,COMPLETE
108,108,0.2862533333333333,2025-06-26 13:27:10.935664,2025-06-26 13:27:27.073916,0 days 00:00:16.138252,7.4361993122700766e-06,Bernoulli,0.16858209549035422,8,3.5377729781325615,0.07638219587245482,28,Iter,49,0.1626042221709493,0.05840545752370026,COMPLETE
109,109,0.28540000000000004,2025-06-26 13:27:27.074799,2025-06-26 13:28:03.156931,0 days 00:00:36.082132,0.0007239482763667397,MVS,0.3451148807946405,8,4.789027467726989,0.011652889346709454,2,Iter,46,0.31471933965868915,0.2907580524759088,COMPLETE
110,110,0.28582222222222226,2025-06-26 13:28:03.157750,2025-06-26 13:28:22.167736,0 days 00:00:19.009986,8.285596164038378e-05,MVS,0.08504356234004395,7,2.3421209641665177,0.020603556443531953,37,Iter,46,0.22436611558244393,0.08358311722484574,COMPLETE
111,111,0.28555555555555556,2025-06-26 13:28:22.168525,2025-06-26 13:28:38.581564,0 days 00:00:16.413039,0.023675256043107048,MVS,0.14439505822973808,10,4.426546512645816,0.05482406267456186,76,IncToDec,19,0.7016365684605606,0.2455015945783785,COMPLETE
112,112,0.28870666666666667,2025-06-26 13:28:38.582533,2025-06-26 13:29:29.574902,0 days 00:00:50.992369,0.0020604617340743573,MVS,0.3034938686810922,10,4.949751197638831,0.04043156216592393,79,IncToDec,29,0.10543516423519295,0.29398341484194324,COMPLETE
113,113,0.28744888888888886,2025-06-26 13:29:29.575724,2025-06-26 13:30:00.997441,0 days 00:00:31.421717,0.0025226086234117965,MVS,0.3880337048221635,9,3.68605151257586,0.050248593947243576,68,IncToDec,29,0.24385361195066868,0.2194488125310469,COMPLETE
114,114,0.28756444444444446,2025-06-26 13:30:00.998460,2025-06-26 13:30:07.690998,0 days 00:00:06.692538,9.097040996058612e-09,MVS,0.5425365533828973,4,2.0185379252582925,0.22091355095305878,44,Iter,14,0.07440644657582883,0.7142395827744844,COMPLETE
115,115,0.28815999999999997,2025-06-26 13:30:07.692535,2025-06-26 13:31:38.544697,0 days 00:01:30.852162,0.4583028563522042,Bayesian,0.3356468468299864,10,4.778712142912054,0.015295059024336064,91,IncToDec,37,0.029888129174123992,0.21732270706507434,COMPLETE
116,116,0.2862222222222222,2025-06-26 13:31:38.545564,2025-06-26 13:31:53.997255,0 days 00:00:15.451691,5.173649162633222e-05,MVS,0.144634010640243,9,4.700846545824389,0.08628557929744493,27,Iter,49,0.13023746200619174,0.11944981823527007,COMPLETE
117,117,0.28315555555555555,2025-06-26 13:31:53.998216,2025-06-26 13:31:59.905802,0 days 00:00:05.907586,0.011650615303527807,MVS,0.18912131637205204,10,4.851124680010144,0.2572092460168047,44,IncToDec,19,0.0668327973083393,0.31919051711855995,COMPLETE
118,118,0.28715111111111113,2025-06-26 13:31:59.906619,2025-06-26 13:32:23.692178,0 days 00:00:23.785559,3.7468674563417013,Bernoulli,0.2800131772689315,7,4.483127021685066,0.05289638944209206,43,Iter,37,0.14272548252777006,0.12696003532717776,COMPLETE
119,119,0.2863022222222222,2025-06-26 13:32:23.693260,2025-06-26 13:32:31.411945,0 days 00:00:07.718685,0.00034504818011722954,MVS,0.46296849011753183,5,4.129484938480527,0.19888260300809565,29,Iter,26,0.4649939795203327,0.6255727557188941,COMPLETE
120,120,0.2857422222222223,2025-06-26 13:32:31.412782,2025-06-26 13:32:45.409619,0 days 00:00:13.996837,0.005786907832668096,MVS,0.21499580546834177,7,3.7751723917710525,0.0764890633576085,68,Iter,48,0.10967964172948332,0.06601356947517287,COMPLETE
121,121,0.2853733333333333,2025-06-26 13:32:45.410452,2025-06-26 13:32:52.145819,0 days 00:00:06.735367,0.0015280535053949467,MVS,0.4893024195431228,8,1.756403307973463,0.24342055961959846,74,Iter,15,0.1937678794556587,0.3068439679438031,COMPLETE
122,122,0.28720888888888885,2025-06-26 13:32:52.146700,2025-06-26 13:33:21.854982,0 days 00:00:29.708282,1.6018404363234757e-06,MVS,0.30818625015060575,7,4.059393854800172,0.02505142556528828,49,IncToDec,47,0.4240111120779171,0.272209203376338,COMPLETE
123,123,0.28694222222222227,2025-06-26 13:33:21.856198,2025-06-26 13:33:51.452677,0 days 00:00:29.596479,1.6552114685313194e-05,MVS,0.7749584099710836,8,4.11401198871114,0.12834616115064895,37,IncToDec,21,0.6914195392465123,0.6514835359282165,COMPLETE
124,124,0.2891911111111111,2025-06-26 13:33:51.453763,2025-06-26 13:34:25.774237,0 days 00:00:34.320474,6.607933160886222,Bernoulli,0.34754432602534613,8,2.1271212654342513,0.02662263022937387,92,Iter,24,0.04027973133032417,0.07943235002973488,COMPLETE
125,125,0.2869822222222222,2025-06-26 13:34:25.775173,2025-06-26 13:34:52.294542,0 days 00:00:26.519369,3.3351383447136835,Bernoulli,0.28154298522142895,9,1.574837288647737,0.045092205948498755,89,Iter,22,0.04589332838734693,0.06610868146935094,COMPLETE
126,126,0.28576,2025-06-26 13:34:52.295558,2025-06-26 13:35:21.009792,0 days 00:00:28.714234,1.003573647649338e-05,MVS,0.19298901101146262,9,4.948452882805021,0.005620458859415484,87,IncToDec,25,0.2937141713194211,0.13297112348713422,COMPLETE
127,127,0.28818666666666665,2025-06-26 13:35:21.010637,2025-06-26 13:36:13.097578,0 days 00:00:52.086941,0.09163524070157006,MVS,0.3311103022079057,10,4.643332827020686,0.025056171390460884,90,IncToDec,33,0.24476628669498054,0.32682181756652096,COMPLETE
128,128,0.2877955555555555,2025-06-26 13:36:13.098422,2025-06-26 13:37:11.865857,0 days 00:00:58.767435,1.3932909993262665,MVS,0.2529330876419962,10,3.9923589987479535,0.008755759455664359,85,IncToDec,11,0.05522278283997964,0.27574008098832614,COMPLETE
129,129,0.28769333333333336,2025-06-26 13:37:11.866669,2025-06-26 13:37:56.474465,0 days 00:00:44.607796,4.759401564240975,Bernoulli,0.5072781810933515,8,2.3672110280604572,0.014550171038740208,83,Iter,13,0.09909881796970305,0.2430135436706103,COMPLETE
130,130,0.28702666666666665,2025-06-26 13:37:56.475273,2025-06-26 13:38:28.886655,0 days 00:00:32.411382,0.055978755171338955,MVS,0.2503291448254326,8,4.813779595772767,0.011366953946029178,42,IncToDec,21,0.3036068402025462,0.1865531668304201,COMPLETE
131,131,0.2865822222222222,2025-06-26 13:38:28.887502,2025-06-26 13:38:54.447231,0 days 00:00:25.559729,6.580408800634257,Bernoulli,0.19131318476553866,7,2.173468652937146,0.00791704378214045,73,Iter,30,0.020913870485352683,0.15076974800269372,COMPLETE
132,132,0.2848311111111111,2025-06-26 13:38:54.448035,2025-06-26 13:39:09.163575,0 days 00:00:14.715540,0.6391188359084571,MVS,0.07169452307878507,10,3.0569764167569944,0.07477729272333188,83,Iter,29,0.17701334582622205,0.4786525493261632,COMPLETE
133,133,0.2843688888888889,2025-06-26 13:39:09.164409,2025-06-26 13:39:37.432456,0 days 00:00:28.268047,2.1772915149559653e-09,MVS,0.7115185458656106,3,4.045266770707602,0.005747019585212436,20,Iter,12,0.25742825008076464,0.9051361184830633,COMPLETE
134,134,0.28662222222222217,2025-06-26 13:39:37.433523,2025-06-26 13:40:14.946135,0 days 00:00:37.512612,0.052212803500680936,Bernoulli,0.3692636881343675,9,2.339120644354804,0.011666427743360172,99,IncToDec,22,0.24355891326025386,0.12330938036723102,COMPLETE
135,135,0.28913777777777777,2025-06-26 13:40:14.946963,2025-06-26 13:40:40.918771,0 days 00:00:25.971808,0.00668344554558355,MVS,0.43158438598109494,5,1.61942047143407,0.03490944521716908,61,Iter,15,0.13891862653512135,0.09967199256219622,COMPLETE
136,136,0.2872488888888889,2025-06-26 13:40:40.919698,2025-06-26 13:41:04.071799,0 days 00:00:23.152101,0.09306519629457471,MVS,0.4286222486970523,4,1.2383890874310592,0.03280276266088346,59,Iter,19,0.15611625847349575,0.1290187289690519,COMPLETE
137,137,0.28940000000000005,2025-06-26 13:41:04.072620,2025-06-26 13:41:15.918973,0 days 00:00:11.846353,2.6442990303630646e-05,Bayesian,0.38617527918713085,6,1.8368816955712872,0.18159617412798004,76,Iter,27,0.09319705040869262,0.2814800958789066,COMPLETE
138,138,0.28761333333333333,2025-06-26 13:41:15.919838,2025-06-26 13:41:28.200621,0 days 00:00:12.280783,1.5763797602441516e-07,Bayesian,0.40915435889768553,7,3.053059478327306,0.26704827618813987,73,Iter,36,0.3131003511690469,0.15042693556454298,COMPLETE
139,139,0.28985333333333335,2025-06-26 13:41:28.201595,2025-06-26 13:42:21.933553,0 days 00:00:53.731958,6.298828553915307e-06,MVS,0.32989146063076885,9,3.482575570362497,0.027420501260131968,53,Iter,45,0.03203841280044782,0.05974469258834258,COMPLETE
140,140,0.28709333333333337,2025-06-26 13:42:21.934658,2025-06-26 13:43:06.680392,0 days 00:00:44.745734,4.4628405272975076e-08,Bernoulli,0.504276000110814,8,3.994075987680903,0.013065078882403316,68,Iter,41,0.09574842786764542,0.1618976556586258,COMPLETE
141,141,0.2900266666666666,2025-06-26 13:43:06.681497,2025-06-26 13:43:20.348890,0 days 00:00:13.667393,0.00033335420302589124,Bayesian,0.27158558997555926,6,1.9476054057441434,0.11875364723404337,86,Iter,25,0.11221249561278573,0.36425547287519766,COMPLETE
142,142,0.2885111111111111,2025-06-26 13:43:20.349740,2025-06-26 13:43:42.722628,0 days 00:00:22.372888,7.275561596063151e-06,Bayesian,0.148141937550965,6,1.415909633866031,0.06094598181621934,74,Iter,25,0.001988336804215174,0.24788517017097528,COMPLETE
143,143,0.28864,2025-06-26 13:43:42.723648,2025-06-26 13:44:10.210363,0 days 00:00:27.486715,0.001476089833839546,Bayesian,0.2737449281019572,4,1.7580694301629378,0.059421024654855825,81,Iter,31,0.2215316714130055,0.7339087437578304,COMPLETE
144,144,0.28891555555555554,2025-06-26 13:44:10.211664,2025-06-26 13:45:03.898406,0 days 00:00:53.686742,5.377515108409943,MVS,0.24869574931240668,10,1.9443609170416647,0.03684883402958898,63,Iter,43,0.020399286827037177,0.1266836252428351,COMPLETE
145,145,0.2893866666666666,2025-06-26 13:45:03.899728,2025-06-26 13:46:10.820446,0 days 00:01:06.920718,0.7400989300222024,MVS,0.44813112633771446,10,1.3330336808102468,0.05092935920948347,71,Iter,44,0.10578673868397305,0.22572433476942014,COMPLETE
146,146,0.2863733333333333,2025-06-26 13:46:10.821718,2025-06-26 13:47:26.539065,0 days 00:01:15.717347,5.642514794320496,MVS,0.383571563623787,10,2.091182145856507,0.015623233128785316,70,Iter,36,0.16944887145350496,0.16560754927537513,COMPLETE
147,147,0.28619999999999995,2025-06-26 13:47:26.540163,2025-06-26 13:47:50.335720,0 days 00:00:23.795557,5.8767991613317365,MVS,0.15326725565071486,8,1.681641178797654,0.017163870951787057,80,Iter,46,0.005643469075187091,0.08957329926674648,COMPLETE
148,148,0.2880844444444444,2025-06-26 13:47:50.336557,2025-06-26 13:48:16.787246,0 days 00:00:26.450689,0.010859818098527195,MVS,0.6302697477932189,8,1.1359521892217965,0.09614814842808705,47,Iter,46,0.3327206113570706,0.1292366492900066,COMPLETE
149,149,0.28773333333333334,2025-06-26 13:48:16.788078,2025-06-26 13:48:30.093312,0 days 00:00:13.305234,0.38512364424208634,Bayesian,0.2815195443153181,6,2.0864179123094924,0.12959563630748888,65,Iter,28,0.0019352447111774251,0.42116689822779546,COMPLETE
150,150,0.2873822222222222,2025-06-26 13:48:30.094248,2025-06-26 13:48:55.719671,0 days 00:00:25.625423,1.052529258498081,MVS,0.3571440961747178,10,1.5489915711254025,0.11525827613459608,72,Iter,39,0.06299310806895936,0.5597555050766257,COMPLETE
151,151,0.2867244444444444,2025-06-26 13:48:55.720457,2025-06-26 13:50:37.530533,0 days 00:01:41.810076,3.0618037464923745e-07,MVS,0.3930315719382078,10,3.6335186692377737,0.003220931089638235,70,Iter,39,0.06174491991287999,0.12931179934607273,COMPLETE
152,152,0.2882222222222222,2025-06-26 13:50:37.531413,2025-06-26 13:51:18.603459,0 days 00:00:41.072046,3.801275933693832e-07,MVS,0.40114057443378637,8,2.4249214566094834,0.03216001070850031,51,Iter,47,0.31501242504141175,0.15602717756384474,COMPLETE
153,153,0.29019555555555554,2025-06-26 13:51:18.604478,2025-06-26 13:51:38.086434,0 days 00:00:19.481956,0.0011724917738042842,Bayesian,0.34130348041251707,7,2.121547808667496,0.1377977886481511,88,Iter,27,0.15354992360365338,0.12998696809906374,COMPLETE
154,154,0.28558222222222224,2025-06-26 13:51:38.087427,2025-06-26 13:51:56.653083,0 days 00:00:18.565656,4.90386120624313,MVS,0.06840110334397237,10,1.9204889268648688,0.11004690084867495,45,Iter,48,0.01765989153775388,0.22291859687643234,COMPLETE
155,155,0.29016,2025-06-26 13:51:56.653942,2025-06-26 13:52:44.848529,0 days 00:00:48.194587,0.0012062348040780082,MVS,0.4229980028036562,10,1.2417829212992182,0.07142795030585304,65,IncToDec,40,0.02082619149408467,0.24949889691532126,COMPLETE
156,156,0.2868577777777777,2025-06-26 13:52:44.849500,2025-06-26 13:52:56.382658,0 days 00:00:11.533158,0.004545494505234134,Bayesian,0.29529919027360857,6,2.295073774517274,0.1479388943847109,88,IncToDec,23,0.2965658941016059,0.15503378749011282,COMPLETE
157,157,0.28530666666666665,2025-06-26 13:52:56.383459,2025-06-26 13:53:12.600924,0 days 00:00:16.217465,0.0002278523935178948,Bayesian,0.21772885154905666,10,1.1290274983753879,0.12946816011738135,68,IncToDec,39,0.033295042068097774,0.3312613298211867,COMPLETE
158,158,0.28799555555555556,2025-06-26 13:53:12.601692,2025-06-26 13:53:35.517326,0 days 00:00:22.915634,5.556800436185019e-06,Bayesian,0.5761755984586752,6,1.6735541419780713,0.10769415543822465,89,Iter,26,0.16706511824120426,0.5495166177218059,COMPLETE
159,159,0.28926222222222214,2025-06-26 13:53:35.518111,2025-06-26 13:55:31.573566,0 days 00:01:56.055455,4.505003726285735e-05,Bernoulli,0.4701045946198261,10,1.4553590431878067,0.026668647647763617,77,IncToDec,43,0.021786331704760326,0.41911988884355483,COMPLETE
160,160,0.2905688888888889,2025-06-26 13:55:31.574393,2025-06-26 13:57:31.647268,0 days 00:02:00.072875,3.851579501966772e-05,Bernoulli,0.5396698901117247,10,2.3595944761366017,0.027816293131505784,85,IncToDec,46,0.008179345523639161,0.5656247419496974,COMPLETE
161,161,0.28976444444444444,2025-06-26 13:57:31.648123,2025-06-26 13:58:16.433057,0 days 00:00:44.784934,4.9216041977178004e-05,Bernoulli,0.6100593290500942,10,2.6169648814151776,0.12358115977615772,88,IncToDec,46,0.20275310447884143,0.36438540964986266,COMPLETE
162,162,0.28820444444444443,2025-06-26 13:58:16.433854,2025-06-26 13:58:46.173892,0 days 00:00:29.740038,9.237235525655826e-06,Bernoulli,0.3932172508207964,9,1.5124851769591963,0.08810342781383139,94,IncToDec,37,0.00990587586674489,0.6544986141197986,COMPLETE
163,163,0.28805777777777775,2025-06-26 13:58:46.174725,2025-06-26 14:00:16.237979,0 days 00:01:30.063254,1.823850762310258e-05,Bernoulli,0.6270226574141974,9,2.3114049191337975,0.003436552244757087,90,IncToDec,39,0.005849544946781396,0.5166692204911684,COMPLETE
164,164,0.2868088888888889,2025-06-26 14:00:16.238802,2025-06-26 14:01:27.343365,0 days 00:01:11.104563,6.558546817710094e-07,MVS,0.5020451234223133,9,1.0413981016221663,0.006699085696859935,83,IncToDec,41,0.06085275446695071,0.5282115765531827,COMPLETE
165,165,0.2882488888888889,2025-06-26 14:01:27.344339,2025-06-26 14:02:16.541287,0 days 00:00:49.196948,5.64217984015271e-07,Bernoulli,0.7992316884306194,9,2.446406147360591,0.060174756308766494,76,IncToDec,45,0.23145729460709338,0.1994751678246052,COMPLETE
166,166,0.28672000000000003,2025-06-26 14:02:16.542212,2025-06-26 14:02:54.877115,0 days 00:00:38.334903,0.021200339286901487,MVS,0.4291634300278086,10,1.0652251994550372,0.09558034145497958,85,IncToDec,45,0.4813919005032284,0.4736668203770807,COMPLETE
167,167,0.2882444444444444,2025-06-26 14:02:54.878430,2025-06-26 14:04:39.432853,0 days 00:01:44.554423,7.488767029115264e-05,Bernoulli,0.5295857300679192,10,1.628245450091038,0.013196050811406044,80,IncToDec,45,0.050406108084866424,0.17730075017990926,COMPLETE
168,168,0.28914666666666666,2025-06-26 14:04:39.434223,2025-06-26 14:06:32.853906,0 days 00:01:53.419683,0.0014461364050200169,Bernoulli,0.5626241017977983,10,1.4855789567568967,0.012631571269305428,51,IncToDec,49,0.0463038451372018,0.6546659354485516,COMPLETE
169,169,0.29041333333333336,2025-06-26 14:06:32.855097,2025-06-26 14:07:00.845273,0 days 00:00:27.990176,0.0017887353217498675,Bernoulli,0.5062042152667681,9,2.724816942419469,0.10650231271827791,94,IncToDec,47,0.20145999287004346,0.415884173862209,COMPLETE
170,170,0.2852177777777778,2025-06-26 14:07:00.846218,2025-06-26 14:07:29.961039,0 days 00:00:29.114821,0.030691807352975192,Bernoulli,0.5900185608460597,10,2.333039420959143,0.22338875006942513,57,IncToDec,47,0.1247724588029917,0.536741664314389,COMPLETE
171,171,0.28154666666666667,2025-06-26 14:07:29.961848,2025-06-26 14:07:38.999597,0 days 00:00:09.037749,0.018503241295001843,Bernoulli,0.3576104771117338,8,2.0292740342728073,0.2042394825823943,94,IncToDec,46,0.16730470498368505,0.2625189220101665,COMPLETE
172,172,0.2889111111111111,2025-06-26 14:07:39.000440,2025-06-26 14:09:03.076607,0 days 00:01:24.076167,0.000412248046356664,Bernoulli,0.5173429916119463,9,1.4292640576867988,0.010256624147040441,41,IncToDec,50,0.0034830512725191817,0.44005994146377586,COMPLETE
173,173,0.28729333333333334,2025-06-26 14:09:03.077384,2025-06-26 14:10:17.679229,0 days 00:01:14.601845,0.00023673478764289465,MVS,0.3901490989018817,10,1.1531668407526046,0.02268915744817791,68,IncToDec,31,0.11708457937424611,0.1752539308508413,COMPLETE
174,174,0.29035555555555553,2025-06-26 14:10:17.680266,2025-06-26 14:11:04.538905,0 days 00:00:46.858639,0.001478735480584917,MVS,0.36711763895159977,10,1.017503517076649,0.04574655662039907,78,Iter,49,0.29276115033123995,0.13396446683943186,COMPLETE
175,175,0.2873333333333333,2025-06-26 14:11:04.539746,2025-06-26 14:11:33.044071,0 days 00:00:28.504325,6.23224971124856e-05,Bayesian,0.3430097038296848,7,2.412814552651253,0.05428775859928438,91,Iter,27,0.41347771216739765,0.3304521139002097,COMPLETE
176,176,0.28950666666666663,2025-06-26 14:11:33.045052,2025-06-26 14:13:21.715777,0 days 00:01:48.670725,0.0004204690776011746,MVS,0.5468631564894055,10,1.159037443424923,0.02978836235258952,79,Iter,39,0.07884712191082141,0.09945488616762915,COMPLETE
177,177,0.2873866666666666,2025-06-26 14:13:21.716684,2025-06-26 14:13:38.563837,0 days 00:00:16.847153,0.00010607320041269782,Bayesian,0.42850489785961815,4,1.6125814287738298,0.10110011975499426,78,Iter,35,0.2266912575554832,0.08038159311874085,COMPLETE
178,178,0.2859688888888889,2025-06-26 14:13:38.564667,2025-06-26 14:14:09.637727,0 days 00:00:31.073060,0.00010346859719167692,Bernoulli,0.549686368861856,10,3.5984492620093316,0.18525640040643923,94,IncToDec,48,0.3860322827283832,0.3424592593926079,COMPLETE
179,179,0.2869644444444444,2025-06-26 14:14:09.638620,2025-06-26 14:14:32.258500,0 days 00:00:22.619880,8.701136575613293e-06,Bernoulli,0.39963987916924393,10,1.0959592115112382,0.16881599428669564,62,Iter,49,0.18313156702837646,0.28524625970640594,COMPLETE
180,180,0.28589777777777775,2025-06-26 14:14:32.259373,2025-06-26 14:15:31.998183,0 days 00:00:59.738810,2.6052688285988832e-05,MVS,0.6015348317690261,10,1.0780053017087703,0.05889841397737654,76,Iter,42,0.11430953222692179,0.13498817779600225,COMPLETE
181,181,0.28783999999999993,2025-06-26 14:15:31.999165,2025-06-26 14:16:20.350108,0 days 00:00:48.350943,2.4090447177253626e-05,Bernoulli,0.554577933096433,8,2.4240675895307575,0.022482380684927594,96,IncToDec,50,0.10746257829865441,0.5896822618944504,COMPLETE
182,182,0.28903999999999996,2025-06-26 14:16:20.351182,2025-06-26 14:17:28.057327,0 days 00:01:07.706145,4.4649640447745575,MVS,0.646631988295587,9,1.3688620602774102,0.0389510133939771,62,Iter,49,0.153583976061371,0.3933505364151709,COMPLETE
183,183,0.2877955555555555,2025-06-26 14:17:28.058253,2025-06-26 14:18:21.117883,0 days 00:00:53.059630,0.00637547273007008,MVS,0.4458331650398667,9,1.4268183751200465,0.04377386453082605,43,IncToDec,45,0.015212400033558022,0.24948222883440208,COMPLETE
184,184,0.28745777777777776,2025-06-26 14:18:21.118719,2025-06-26 14:18:32.999958,0 days 00:00:11.881239,6.516595178716132e-05,Bayesian,0.3170640704985369,7,2.2266774965175657,0.14942321136798523,100,Iter,25,0.16739502566202835,0.13409576304929102,COMPLETE
185,185,0.2873555555555556,2025-06-26 14:18:33.000809,2025-06-26 14:19:16.236245,0 days 00:00:43.235436,0.00015494194384181194,MVS,0.25260290960427734,10,1.056190791678878,0.02532599072382148,94,Iter,48,0.3796812878483006,0.11620520891661802,COMPLETE
186,186,0.2881244444444444,2025-06-26 14:19:16.237514,2025-06-26 14:21:00.963167,0 days 00:01:44.725653,1.6875505130339024e-07,Bernoulli,0.5183924943247437,10,1.7166512926938693,0.013979165121430197,44,Iter,49,0.053262479104850116,0.6254769240720793,COMPLETE
187,187,0.2863644444444444,2025-06-26 14:21:00.964112,2025-06-26 14:21:44.124576,0 days 00:00:43.160464,0.002462722652746886,Bernoulli,0.6611806999395033,9,1.0919178195014978,0.013552637014935672,50,IncToDec,44,0.28329670352011344,0.7237577795788266,COMPLETE
188,188,0.28612444444444446,2025-06-26 14:21:44.125604,2025-06-26 14:22:20.003692,0 days 00:00:35.878088,2.2310878729701527e-05,MVS,0.21419492054181513,10,1.2294826713821954,0.017648511432724015,43,Iter,48,0.28468655295839473,0.4441462794292809,COMPLETE
189,189,0.28824,2025-06-26 14:22:20.004838,2025-06-26 14:23:06.136271,0 days 00:00:46.131433,1.1885771474165921e-05,MVS,0.5325573844904814,10,2.336107928076391,0.10063297761820045,74,IncToDec,42,0.11519019280736316,0.33049294092670733,COMPLETE
190,190,0.2844044444444444,2025-06-26 14:23:06.137257,2025-06-26 14:23:40.129567,0 days 00:00:33.992310,0.0020043083721696907,Bayesian,0.5898787748752132,10,2.4799761083782186,0.21776497923104052,97,IncToDec,50,0.30454078744731,0.21901019847222508,COMPLETE
191,191,0.28520888888888885,2025-06-26 14:23:40.130343,2025-06-26 14:24:07.909938,0 days 00:00:27.779595,0.03989271456950016,Bernoulli,0.5076965729744969,6,2.7806379277969837,0.007092704396092792,94,Iter,39,0.2251213138147147,0.06460339456439251,COMPLETE
192,192,0.28735555555555553,2025-06-26 14:24:07.910774,2025-06-26 14:25:01.297470,0 days 00:00:53.386696,0.0016635164960379768,Bernoulli,0.4884138451582709,10,1.6898725695132393,0.04056589095890608,95,IncToDec,44,0.30984573958704736,0.46317129474984237,COMPLETE
193,193,0.2882711111111111,2025-06-26 14:25:01.298302,2025-06-26 14:25:59.235194,0 days 00:00:57.936892,9.313427476393512,Bayesian,0.38278620296790855,8,1.3222307596064529,0.007015418994419504,88,Iter,33,0.01727394031387279,0.1795231330757956,COMPLETE
194,194,0.28800888888888887,2025-06-26 14:25:59.236105,2025-06-26 14:27:01.750504,0 days 00:01:02.514399,1.2671912495213599e-05,Bernoulli,0.690431461087971,10,2.414783508073685,0.08851208217461244,95,IncToDec,49,0.038850678222327184,0.32411432418121255,COMPLETE
195,195,0.28832444444444444,2025-06-26 14:27:01.751311,2025-06-26 14:27:38.138441,0 days 00:00:36.387130,3.5766097641120744e-06,Bayesian,0.5576175369101765,9,1.592973559913995,0.07498718755827528,66,Iter,26,0.2032743384604323,0.1988725563752131,COMPLETE
196,196,0.28759111111111113,2025-06-26 14:27:38.139470,2025-06-26 14:27:54.009752,0 days 00:00:15.870282,0.06360203123677699,Bayesian,0.6783007982630462,5,1.6632041276186353,0.16568520176811358,66,Iter,16,0.3126139727889955,0.13253552395019846,COMPLETE
197,197,0.28583555555555556,2025-06-26 14:27:54.010538,2025-06-26 14:28:34.392272,0 days 00:00:40.381734,0.2680185866540847,Bernoulli,0.3099090989516032,9,1.3586427518694786,0.008028800711411373,56,IncToDec,42,0.17637195752423357,0.7553349899234714,COMPLETE
198,198,0.2903955555555555,2025-06-26 14:28:34.393168,2025-06-26 14:29:13.225096,0 days 00:00:38.831928,0.05348070534075387,MVS,0.46716859125872134,10,1.32155087200765,0.09549234266440819,85,IncToDec,38,0.026053398189976366,0.29019483388436895,COMPLETE
199,199,0.28709777777777773,2025-06-26 14:29:13.225955,2025-06-26 14:29:51.140403,0 days 00:00:37.914448,1.5229308037388207,MVS,0.32495814263630773,10,1.7317787561945877,0.060994223606300725,98,IncToDec,34,0.04841252354016268,0.24493485253409417,COMPLETE
